date,product_id,category,daily_tickets,day_of_week,month,is_weekend,is_holiday,lag_1,lag_7_avg,lag_30_avg,roll_std_7,roll_std_14,trend_7,is_day1,is_top3,discount_pct,is_member_day,is_new_product,is_competitor,is_rainy,temp_mean,temp_range,is_cold_day,is_hot_day,quantity
2023-01-01,0,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,8
2023-01-02,0,0,141,0,1,0,1,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.999999999999998,0,0,9
2023-01-03,0,0,137,1,1,0,0,9.0,8.5,8.5,0.7071067811865476,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,10
2023-01-04,0,0,90,2,1,0,0,10.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,4.200000000000001,1,0,9
2023-01-05,0,0,94,3,1,0,0,9.0,9.0,9.0,0.816496580927726,0.816496580927726,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,16.4,8.000000000000002,0,0,11
2023-01-06,0,0,51,4,1,0,0,11.0,9.4,9.4,1.1401754250991378,1.1401754250991378,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,7.799999999999999,0,0,12
2023-01-07,0,0,95,5,1,1,0,12.0,9.833333333333334,9.833333333333334,1.4719601443879742,1.4719601443879742,2.166666666666666,1.0,0.0,0.2,0.0,0.0,0.0,0.0,17.7,10.899999999999999,0,0,9
2023-01-08,0,0,100,6,1,1,0,9.0,9.714285714285714,9.714285714285714,1.3801311186847083,1.3801311186847083,-0.7142857142857135,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.5,3.9999999999999982,0,0,9
2023-01-09,0,0,104,0,1,0,0,9.0,9.857142857142858,9.625,1.2149857925879115,1.3024701806293193,-0.8571428571428577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,3.200000000000001,0,0,9
2023-01-10,0,0,117,1,1,0,0,9.0,9.857142857142858,9.555555555555555,1.2149857925879115,1.2360330811826103,-0.8571428571428577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.3999999999999986,0,0,11
2023-01-11,0,0,107,2,1,0,0,11.0,10.0,9.7,1.2909944487358052,1.2516655570345725,1.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,16.2,2.8999999999999986,0,0,9
2023-01-12,0,0,102,3,1,0,0,9.0,10.0,9.636363636363637,1.2909944487358052,1.2060453783110545,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,3.6999999999999993,0,0,10
2023-01-13,0,0,50,4,1,0,0,10.0,9.857142857142858,9.666666666666666,1.2149857925879115,1.1547005383792515,0.14285714285714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,6.300000000000001,0,0,11
2023-01-14,0,0,99,5,1,1,0,11.0,9.714285714285714,9.76923076923077,0.951189731211342,1.1657505560686467,1.2857142857142865,0.0,1.0,0.1966819975938733,0.0,0.0,0.0,0.0,22.1,6.0,0,0,11
2023-01-15,0,0,87,6,1,1,0,11.0,10.0,9.857142857142858,0.9999999999999994,1.1673205911990772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,10.299999999999999,1,0,10
2023-01-16,0,0,117,0,1,0,0,10.0,10.142857142857142,9.866666666666667,0.8997354108424366,1.037749043325542,-0.14285714285714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.2,1,0,9
2023-01-17,0,0,119,1,1,0,0,9.0,10.142857142857142,9.8125,0.8997354108424366,1.037749043325542,-1.1428571428571423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.4000000000000004,1,0,11
2023-01-18,0,0,99,2,1,0,0,11.0,10.142857142857142,9.882352941176471,0.8997354108424366,1.0716117059605357,0.8571428571428577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,7.300000000000001,1,0,9
2023-01-19,0,0,97,3,1,0,0,9.0,10.142857142857142,9.833333333333334,0.8997354108424366,1.0716117059605357,-1.1428571428571423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,11.100000000000001,1,0,13
2023-01-20,0,0,45,4,1,0,0,13.0,10.571428571428571,10.0,1.3972762620115429,1.3114039117603018,2.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,9.9,1,0,8
2023-01-21,0,0,81,5,1,1,0,8.0,10.142857142857142,9.9,1.676163419695051,1.3280573269766123,-2.1428571428571423,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.7,9.5,0,0,9
2023-01-22,0,0,97,6,1,1,0,9.0,9.857142857142858,9.857142857142858,1.6761634196950514,1.3280573269766123,-0.8571428571428577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.9,9.6,0,0,10
2023-01-23,0,0,118,0,1,0,1,10.0,9.857142857142858,9.863636363636363,1.6761634196950514,1.300887271175982,0.14285714285714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,9.2,0,0,7
2023-01-24,0,0,115,1,1,0,1,7.0,9.571428571428571,9.73913043478261,1.9880595947760102,1.511857892036909,-2.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.9,1,0,9
2023-01-25,0,0,96,2,1,0,1,9.0,9.285714285714286,9.708333333333334,1.8898223650461372,1.489892687336984,-0.2857142857142865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,7.7,1,0,11
2023-01-26,0,0,115,3,1,0,1,11.0,9.571428571428571,9.76,1.98805959477601,1.511857892036909,1.4285714285714288,1.0,0.0,0.2,0.0,0.0,0.0,0.0,12.5,12.8,1,0,8
